Education_Level,Experience,Projects,Skills,Certifications,Domain,Job Role,Courses,Keywords,Technologies
PhD,1-3 years,"Data Science, Cybersecurity, AI","Docker, SQL, React, Java",AWS Certified,IT,AI Engineer,AWS Training,"Data Science, Cybersecurity, AI, Docker, Java, SQL, React","Docker, Java, SQL, React"
PhD,0-1 years,Machine Learning,"SQL, Python, Docker","Azure Fundamentals, Google Data Engineer",IT,AI Engineer,"Azure Fundamentals, Google Cloud Certification","SQL, Machine Learning, Python, Docker","SQL, Docker"
PhD,1-3 years,"Data Science, Cybersecurity","React, Java, Python",Google Data Engineer,IT,Data Scientist,Google Cloud Certification,"Python, Data Science, Cybersecurity, Java, React","Java, React"
Master,1-3 years,Cloud Computing,"Python, AWS, SQL","Google Data Engineer, Azure Fundamentals",IT,Cloud Engineer,"Azure Fundamentals, Google Cloud Certification","SQL, Python, AWS, Cloud Computing","SQL, AWS"
PhD,1-3 years,"Cloud Computing, Web Development, Machine Learning","Python, SQL, React",Azure Fundamentals,IT,AI Engineer,Azure Fundamentals,"Machine Learning, Python, React, SQL, Web Development, Cloud Computing","React, SQL"
PhD,0-1 years,"Machine Learning, AI","SQL, Docker, ML",Azure Fundamentals,IT,AI Engineer,Azure Fundamentals,"Machine Learning, AI, Docker, ML, SQL","Docker, ML, SQL"
PhD,0-1 years,"Cloud Computing, Data Science, Web Development","AWS, Python, SQL, Java, Docker",AWS Certified,IT,Web Developer,AWS Training,"Python, Data Science, AWS, Docker, Java, SQL, Web Development, Cloud Computing","AWS, Docker, Java, SQL"
Bachelor,5+ years,"AI, Cloud Computing","ML, AWS, React","AWS Certified, Azure Fundamentals",IT,AI Engineer,"AWS Training, Azure Fundamentals","AWS, AI, ML, React, Cloud Computing","AWS, ML, React"
Bachelor,5+ years,AI,"SQL, Java, ML",Google Data Engineer,IT,AI Engineer,Google Cloud Certification,"AI, SQL, Java, ML","SQL, Java, ML"
PhD,1-3 years,Machine Learning,"ML, Java, Python, React",Azure Fundamentals,IT,AI Engineer,Azure Fundamentals,"Machine Learning, Python, Java, ML, React","Java, ML, React"
PhD,0-1 years,Machine Learning,"Java, Docker, React, AWS","AWS Certified, Azure Fundamentals",IT,AI Engineer,"AWS Training, Azure Fundamentals","Machine Learning, AWS, Docker, Java, React","AWS, Docker, Java, React"
Bachelor,3-5 years,"AI, Web Development, Cloud Computing","Java, AWS, ML",AWS Certified,IT,AI Engineer,AWS Training,"AWS, AI, Java, ML, Web Development, Cloud Computing","AWS, Java, ML"
Master,3-5 years,"Machine Learning, Data Science, Cybersecurity","SQL, Java, AWS, React",Azure Fundamentals,IT,AI Engineer,Azure Fundamentals,"Machine Learning, Data Science, Cybersecurity, AWS, Java, SQL, React","AWS, Java, SQL, React"
PhD,1-3 years,Cybersecurity,"SQL, Docker, AWS","Azure Fundamentals, Google Data Engineer",IT,Software Engineer,"Azure Fundamentals, Google Cloud Certification","SQL, AWS, Docker, Cybersecurity","SQL, AWS, Docker"
Bachelor,3-5 years,"Cybersecurity, Cloud Computing, Web Development","Python, Java, AWS, Docker, SQL",Google Data Engineer,IT,Web Developer,Google Cloud Certification,"Python, Cybersecurity, AWS, Docker, Java, SQL, Web Development, Cloud Computing","AWS, Docker, Java, SQL"
PhD,5+ years,"Machine Learning, Data Science, Web Development","AWS, SQL, Python, Java","Google Data Engineer, AWS Certified",IT,AI Engineer,"AWS Training, Google Cloud Certification","Machine Learning, Python, Data Science, AWS, Java, SQL, Web Development","AWS, Java, SQL"
Master,3-5 years,"Cloud Computing, Cybersecurity, AI","AWS, Java, Docker, ML, SQL",AWS Certified,IT,AI Engineer,AWS Training,"AWS, Cybersecurity, AI, Docker, Java, ML, SQL, Cloud Computing","AWS, Docker, Java, ML, SQL"
Master,3-5 years,"AI, Data Science, Machine Learning","SQL, AWS, Python, React, Docker",Azure Fundamentals,IT,AI Engineer,Azure Fundamentals,"Machine Learning, Python, Data Science, AWS, AI, Docker, SQL, React","AWS, Docker, SQL, React"
Master,1-3 years,"AI, Web Development, Data Science","ML, Java, Python, Docker","AWS Certified, Azure Fundamentals",IT,AI Engineer,"AWS Training, Azure Fundamentals","Python, Data Science, AI, Docker, Java, ML, Web Development","Docker, Java, ML"
PhD,0-1 years,Web Development,"Python, SQL, Docker","Azure Fundamentals, AWS Certified",IT,Web Developer,"AWS Training, Azure Fundamentals","SQL, Python, Web Development, Docker","SQL, Docker"
PhD,5+ years,"Data Science, Cloud Computing","Python, ML, React, Java",AWS Certified,IT,Cloud Engineer,AWS Training,"Python, Data Science, ML, Java, React, Cloud Computing","ML, Java, React"
Bachelor,3-5 years,"Web Development, Machine Learning, Cybersecurity","Docker, Java, AWS, ML, Python","AWS Certified, Azure Fundamentals",IT,AI Engineer,"AWS Training, Azure Fundamentals","Machine Learning, Python, Cybersecurity, AWS, Docker, Java, ML, Web Development","AWS, Docker, Java, ML"
Bachelor,5+ years,"AI, Machine Learning","React, AWS, Java, SQL","AWS Certified, Azure Fundamentals",IT,AI Engineer,"AWS Training, Azure Fundamentals","Machine Learning, AWS, AI, Java, SQL, React","AWS, Java, SQL, React"
Bachelor,1-3 years,Machine Learning,"AWS, Python, SQL, React","Azure Fundamentals, Google Data Engineer",IT,AI Engineer,"Azure Fundamentals, Google Cloud Certification","Machine Learning, Python, AWS, SQL, React","AWS, SQL, React"
Master,5+ years,AI,"AWS, SQL, ML, React",Google Data Engineer,IT,AI Engineer,Google Cloud Certification,"AWS, AI, ML, SQL, React","AWS, ML, SQL, React"
PhD,1-3 years,Data Science,"React, SQL, AWS, Java, ML","AWS Certified, Azure Fundamentals",IT,Data Scientist,"AWS Training, Azure Fundamentals","Data Science, AWS, Java, ML, SQL, React","AWS, Java, ML, SQL, React"
Master,3-5 years,"Cloud Computing, Cybersecurity","ML, AWS, SQL, Docker, Python",Azure Fundamentals,IT,Cloud Engineer,Azure Fundamentals,"Python, AWS, Cybersecurity, Docker, ML, SQL, Cloud Computing","AWS, Docker, ML, SQL"
PhD,5+ years,"Web Development, Machine Learning","React, Java, AWS",AWS Certified,IT,AI Engineer,AWS Training,"Machine Learning, AWS, React, Java, Web Development","AWS, React, Java"
Bachelor,1-3 years,"Machine Learning, Web Development, Cloud Computing","React, Python, ML, Docker, Java",Azure Fundamentals,IT,AI Engineer,Azure Fundamentals,"Machine Learning, Python, React, Docker, ML, Java, Web Development, Cloud Computing","React, Docker, ML, Java"
Bachelor,3-5 years,"Machine Learning, AI","React, SQL, Java",AWS Certified,IT,AI Engineer,AWS Training,"Machine Learning, AI, Java, SQL, React","Java, SQL, React"
Master,5+ years,"Machine Learning, Web Development, Data Science","SQL, React, Java",Google Data Engineer,IT,AI Engineer,Google Cloud Certification,"Machine Learning, Data Science, React, Java, SQL, Web Development","React, Java, SQL"
Master,5+ years,"Web Development, Cybersecurity, Machine Learning","Docker, React, Python, Java","Azure Fundamentals, Google Data Engineer",IT,AI Engineer,"Azure Fundamentals, Google Cloud Certification","Machine Learning, Python, Cybersecurity, React, Docker, Java, Web Development","React, Docker, Java"
PhD,3-5 years,"Cloud Computing, Data Science","SQL, Docker, Java, Python","Google Data Engineer, Azure Fundamentals",IT,Cloud Engineer,"Azure Fundamentals, Google Cloud Certification","Python, Data Science, Docker, Java, SQL, Cloud Computing","Docker, Java, SQL"
Master,3-5 years,"Cybersecurity, Cloud Computing, AI","AWS, ML, Docker, Java","Google Data Engineer, Azure Fundamentals",IT,AI Engineer,"Azure Fundamentals, Google Cloud Certification","AWS, Cybersecurity, AI, Docker, ML, Java, Cloud Computing","AWS, Docker, ML, Java"
Master,5+ years,"Cybersecurity, Data Science","Python, AWS, ML, Docker",Google Data Engineer,IT,Data Scientist,Google Cloud Certification,"Python, Data Science, AWS, Cybersecurity, Docker, ML","AWS, Docker, ML"
Bachelor,3-5 years,Web Development,"React, ML, Python",Google Data Engineer,IT,Web Developer,Google Cloud Certification,"Python, Web Development, ML, React","ML, React"
PhD,3-5 years,"Cybersecurity, Machine Learning, Web Development","SQL, Python, Docker",Google Data Engineer,IT,AI Engineer,Google Cloud Certification,"Machine Learning, Python, Cybersecurity, Docker, SQL, Web Development","Docker, SQL"
Master,3-5 years,Cybersecurity,"SQL, React, AWS, Java",Google Data Engineer,IT,Software Engineer,Google Cloud Certification,"AWS, Cybersecurity, Java, SQL, React","AWS, Java, SQL, React"
Master,3-5 years,"Data Science, Cloud Computing","Docker, React, SQL","Google Data Engineer, AWS Certified",IT,Cloud Engineer,"AWS Training, Google Cloud Certification","Data Science, Docker, SQL, React, Cloud Computing","Docker, SQL, React"
Master,0-1 years,Cloud Computing,"AWS, SQL, React",Azure Fundamentals,IT,Cloud Engineer,Azure Fundamentals,"SQL, React, AWS, Cloud Computing","SQL, React, AWS"
Master,1-3 years,"Machine Learning, Cybersecurity, Web Development","SQL, Docker, React, ML, AWS",Google Data Engineer,IT,AI Engineer,Google Cloud Certification,"Machine Learning, Cybersecurity, AWS, React, Docker, ML, SQL, Web Development","AWS, React, Docker, ML, SQL"
Bachelor,3-5 years,Cybersecurity,"React, Python, ML, SQL","Azure Fundamentals, Google Data Engineer",IT,Software Engineer,"Azure Fundamentals, Google Cloud Certification","Python, Cybersecurity, ML, SQL, React","ML, SQL, React"
Bachelor,1-3 years,Web Development,"React, SQL, ML",Google Data Engineer,IT,Web Developer,Google Cloud Certification,"SQL, Web Development, ML, React","SQL, ML, React"
Master,5+ years,AI,"Python, AWS, SQL, Java",Google Data Engineer,IT,AI Engineer,Google Cloud Certification,"Python, AWS, AI, Java, SQL","AWS, Java, SQL"
Master,1-3 years,"Cybersecurity, Machine Learning","Java, ML, React, AWS, Python","Google Data Engineer, AWS Certified",IT,AI Engineer,"AWS Training, Google Cloud Certification","Machine Learning, Python, Cybersecurity, AWS, Java, ML, React","AWS, Java, ML, React"
Bachelor,0-1 years,"Cloud Computing, Cybersecurity, Machine Learning","Java, SQL, React, Docker",Google Data Engineer,IT,AI Engineer,Google Cloud Certification,"Machine Learning, Cybersecurity, Docker, Java, SQL, React, Cloud Computing","Docker, Java, SQL, React"
Master,1-3 years,Machine Learning,"AWS, Docker, SQL, Python, Java",Azure Fundamentals,IT,AI Engineer,Azure Fundamentals,"Machine Learning, Python, AWS, Docker, Java, SQL","AWS, Docker, Java, SQL"
PhD,3-5 years,"Machine Learning, Cloud Computing, Cybersecurity","AWS, ML, SQL, React",Google Data Engineer,IT,AI Engineer,Google Cloud Certification,"Machine Learning, AWS, Cybersecurity, ML, SQL, React, Cloud Computing","AWS, ML, SQL, React"
Bachelor,1-3 years,"Cloud Computing, Machine Learning, AI","Java, Docker, ML, SQL","Azure Fundamentals, AWS Certified",IT,AI Engineer,"AWS Training, Azure Fundamentals","Machine Learning, AI, Docker, Java, ML, SQL, Cloud Computing","Docker, Java, ML, SQL"
Master,1-3 years,Data Science,"Python, React, ML, AWS",Google Data Engineer,IT,Data Scientist,Google Cloud Certification,"Python, Data Science, AWS, ML, React","AWS, ML, React"
Master,0-1 years,"Web Development, AI","SQL, Java, ML",Azure Fundamentals,IT,AI Engineer,Azure Fundamentals,"AI, Java, ML, SQL, Web Development","Java, ML, SQL"
PhD,1-3 years,"Cloud Computing, Cybersecurity","ML, React, AWS",Azure Fundamentals,IT,Cloud Engineer,Azure Fundamentals,"AWS, Cybersecurity, ML, React, Cloud Computing","AWS, ML, React"
Master,0-1 years,"Data Science, Cloud Computing","Java, React, ML","AWS Certified, Azure Fundamentals",IT,Cloud Engineer,"AWS Training, Azure Fundamentals","Data Science, Java, ML, React, Cloud Computing","Java, ML, React"
PhD,3-5 years,"Machine Learning, AI, Cloud Computing","Java, Docker, React, Python, SQL","Azure Fundamentals, AWS Certified",IT,AI Engineer,"AWS Training, Azure Fundamentals","Machine Learning, Python, AI, Docker, Java, SQL, React, Cloud Computing","Docker, Java, SQL, React"
PhD,1-3 years,"AI, Web Development","ML, Python, SQL",AWS Certified,IT,AI Engineer,AWS Training,"Python, AI, ML, SQL, Web Development","ML, SQL"
Master,3-5 years,"Cybersecurity, AI","AWS, Python, Java, Docker, React","AWS Certified, Google Data Engineer",IT,AI Engineer,"AWS Training, Google Cloud Certification","Python, AWS, Cybersecurity, AI, Docker, Java, React","AWS, Docker, Java, React"
Master,0-1 years,Data Science,"Java, Python, React, Docker, ML",AWS Certified,IT,Data Scientist,AWS Training,"Python, Data Science, Docker, Java, ML, React","Docker, Java, ML, React"
Master,3-5 years,"Machine Learning, Data Science","AWS, Python, React, SQL, ML",AWS Certified,IT,AI Engineer,AWS Training,"Machine Learning, Python, Data Science, AWS, ML, SQL, React","AWS, ML, SQL, React"
Bachelor,0-1 years,Machine Learning,"Docker, AWS, React, Java","AWS Certified, Azure Fundamentals",IT,AI Engineer,"AWS Training, Azure Fundamentals","Machine Learning, AWS, Docker, Java, React","AWS, Docker, Java, React"
PhD,3-5 years,"Machine Learning, Cybersecurity","Docker, React, Java, AWS, ML","Azure Fundamentals, Google Data Engineer",IT,AI Engineer,"Azure Fundamentals, Google Cloud Certification","Machine Learning, Cybersecurity, AWS, Docker, Java, ML, React","AWS, Docker, Java, ML, React"
Master,1-3 years,"Cloud Computing, AI","SQL, Docker, ML, Java, Python","Azure Fundamentals, Google Data Engineer",IT,AI Engineer,"Azure Fundamentals, Google Cloud Certification","Python, AI, Docker, ML, Java, SQL, Cloud Computing","Docker, ML, Java, SQL"
PhD,0-1 years,"AI, Data Science","Java, AWS, ML",AWS Certified,IT,AI Engineer,AWS Training,"Data Science, AWS, AI, Java, ML","AWS, Java, ML"
PhD,1-3 years,Data Science,"Python, AWS, ML","Azure Fundamentals, Google Data Engineer",IT,Data Scientist,"Azure Fundamentals, Google Cloud Certification","Data Science, Python, AWS, ML","AWS, ML"
PhD,1-3 years,Web Development,"Java, Docker, SQL",AWS Certified,IT,Web Developer,AWS Training,"SQL, Docker, Web Development, Java","SQL, Docker, Java"
PhD,0-1 years,Machine Learning,"Docker, Python, React, ML, SQL",Google Data Engineer,IT,AI Engineer,Google Cloud Certification,"Machine Learning, Python, Docker, ML, SQL, React","Docker, ML, SQL, React"
Bachelor,0-1 years,"Machine Learning, Web Development","Python, AWS, ML, React",Azure Fundamentals,IT,AI Engineer,Azure Fundamentals,"Machine Learning, Python, AWS, React, ML, Web Development","AWS, React, ML"
Bachelor,3-5 years,"AI, Cloud Computing, Cybersecurity","Python, Docker, SQL, ML",Google Data Engineer,IT,AI Engineer,Google Cloud Certification,"Python, Cybersecurity, AI, Docker, ML, SQL, Cloud Computing","Docker, ML, SQL"
PhD,1-3 years,Web Development,"ML, Java, SQL, Docker","Azure Fundamentals, AWS Certified",IT,Web Developer,"AWS Training, Azure Fundamentals","Docker, Java, ML, SQL, Web Development","Docker, Java, ML, SQL"
PhD,1-3 years,"Cybersecurity, AI","Java, ML, Python, AWS",Google Data Engineer,IT,AI Engineer,Google Cloud Certification,"Python, Cybersecurity, AWS, AI, Java, ML","AWS, Java, ML"
PhD,1-3 years,"Machine Learning, Cloud Computing","Docker, ML, AWS, Python",AWS Certified,IT,AI Engineer,AWS Training,"Machine Learning, Python, AWS, Docker, ML, Cloud Computing","AWS, Docker, ML"
PhD,0-1 years,Cloud Computing,"Java, Docker, ML",Google Data Engineer,IT,Cloud Engineer,Google Cloud Certification,"Docker, Java, Cloud Computing, ML","Docker, Java, ML"
PhD,5+ years,"Machine Learning, AI","ML, AWS, React, Docker, Java",Azure Fundamentals,IT,AI Engineer,Azure Fundamentals,"Machine Learning, AWS, AI, Docker, ML, Java, React","AWS, Docker, ML, Java, React"
Bachelor,1-3 years,"AI, Data Science","AWS, ML, Python, React, Java","AWS Certified, Azure Fundamentals",IT,AI Engineer,"AWS Training, Azure Fundamentals","Python, Data Science, AWS, AI, ML, Java, React","AWS, ML, Java, React"
Master,1-3 years,"Cybersecurity, Web Development","ML, Docker, Python, AWS, React",AWS Certified,IT,Web Developer,AWS Training,"Python, Cybersecurity, AWS, React, Docker, ML, Web Development","AWS, React, Docker, ML"
Bachelor,1-3 years,"Cybersecurity, Machine Learning, Data Science","Docker, ML, Python",Azure Fundamentals,IT,AI Engineer,Azure Fundamentals,"Machine Learning, Python, Data Science, Cybersecurity, Docker, ML","Docker, ML"
Bachelor,3-5 years,"Machine Learning, AI, Cloud Computing","ML, Docker, Python","Azure Fundamentals, AWS Certified",IT,AI Engineer,"AWS Training, Azure Fundamentals","Machine Learning, Python, AI, Docker, ML, Cloud Computing","Docker, ML"
PhD,3-5 years,"Cybersecurity, Machine Learning","SQL, React, AWS, Docker, ML",AWS Certified,IT,AI Engineer,AWS Training,"Machine Learning, AWS, Cybersecurity, Docker, ML, SQL, React","AWS, Docker, ML, SQL, React"
PhD,3-5 years,Machine Learning,"AWS, Java, React, Python",AWS Certified,IT,AI Engineer,AWS Training,"Machine Learning, Python, AWS, Java, React","AWS, Java, React"
PhD,0-1 years,Cloud Computing,"ML, Docker, React, Java","Azure Fundamentals, AWS Certified",IT,Cloud Engineer,"AWS Training, Azure Fundamentals","Docker, Java, ML, React, Cloud Computing","Docker, Java, ML, React"
PhD,1-3 years,"Cybersecurity, Data Science","Python, ML, SQL, React",Azure Fundamentals,IT,Data Scientist,Azure Fundamentals,"Python, Data Science, Cybersecurity, ML, SQL, React","ML, SQL, React"
Bachelor,3-5 years,Machine Learning,"Docker, AWS, Java, React","AWS Certified, Google Data Engineer",IT,AI Engineer,"AWS Training, Google Cloud Certification","Machine Learning, AWS, Docker, Java, React","AWS, Docker, Java, React"
